court,year,sum
onsc,1909,4.9488255794524e-05
onsc,1910,0.000147177729158619
onsc,1911,7.48802162425965e-05
onsc,1912,0.000724280280680735
onsc,1913,0.000235971795678925
onsc,1914,0.000110706310307126
onsc,1915,0.000849835224752592
onsc,1916,0.000526885166523004
onsc,1917,0.000303941078489877
onsc,1918,8.14770943138589e-05
onsc,1919,7.20641748296565e-06
onsc,1920,0.000747175123884055
onsc,1921,0.0003088727407522
onsc,1922,0.000201702101025245
onsc,1923,0.00014082268960611
onsc,1924,0.000850752658644073
onsc,1925,0.000144496207282306
onsc,1926,0.0004695854177316
onsc,1927,0.000401420522368645
onsc,1928,0.000638478945369129
onsc,1929,0.000189274266605961
onsc,1930,0.000292014795323407
onsc,1931,0.000678196215797539
onsc,1932,0.00145121946613552
onsc,1933,0.000596506130611722
onsc,1934,0.000282908294865833
onsc,1935,0.00052873640458056
onsc,1936,0.000413612055450676
onsc,1937,0.000296076400745788
onsc,1938,0.000444940298297044
onsc,1939,0.000780774086699527
onsc,1940,0.002731736752447
onsc,1941,0.000183106348373434
onsc,1942,0.000630744685751632
onsc,1943,0.0010656883492385
onsc,1944,0.000547235380569941
onsc,1945,0.00106016391276714
onsc,1946,0.000761696748897076
onsc,1947,0.00143544334399617
onsc,1948,0.000791908457283557
onsc,1949,0.00270883750629942
onsc,1950,0.00116764877088963
onsc,1951,0.002106668742206
onsc,1952,0.000714505074240619
onsc,1953,0.00163530898831819
onsc,1954,0.00159364815053763
onsc,1955,0.00512867550065428
onsc,1956,0.00232113071710929
onsc,1957,0.000887207670900338
onsc,1958,0.00169841988862454
onsc,1959,0.000666610936193689
onsc,1960,0.00581412377768516
onsc,1961,0.00156819652456392
onsc,1962,0.00202364221242137
onsc,1963,0.003159366642725
onsc,1964,0.00289712115531587
onsc,1965,0.00221670919920508
onsc,1966,0.00183362324504307
onsc,1967,0.0025546318134946
onsc,1968,0.00355719924092314
onsc,1969,0.00494974470742436
onsc,1970,0.00534171187648869
onsc,1971,0.00824625513353316
onsc,1972,0.00875650719287828
onsc,1973,0.0124738581515299
onsc,1974,0.0108354734417498
onsc,1975,0.0121412905738488
onsc,1976,0.0121768084848241
onsc,1977,0.0145975689321649
onsc,1978,0.0160252681514193
onsc,1979,0.0161599854724656
onsc,1980,0.0177656545219549
onsc,1981,0.0149259034425561
onsc,1982,0.0368742728193835
onsc,1983,0.0446179399099587
onsc,1984,0.0412788554746687
onsc,1985,0.0356824188725601
onsc,1986,0.0915347508639491
onsc,1987,0.0837617812950747
onsc,1988,0.0913884348019943
onsc,1989,0.0410618992888811
onsc,1990,0.084660126949376
onsc,1991,0.057544690754418
onsc,1992,0.0776656947633116
onsc,1993,0.0658111249561649
onsc,1994,0.171848101829227
onsc,1995,0.134570713317998
onsc,1996,0.124724836250236
onsc,1997,0.145202995719796
onsc,1998,0.0958727989103643
onsc,1999,0.0893790977421159
onsc,2000,0.115961958246993
onsc,2001,0.118500406298377
onsc,2002,0.0895715317750572
onsc,2003,0.158746602036086
onsc,2004,0.181928684404063
onsc,2005,0.223060992967861
onsc,2006,0.22467511937822
onsc,2007,0.181354478547298
onsc,2008,0.264295414317849
onsc,2009,0.23375563676283
onsc,2010,0.494718513671968
onsc,2011,0.439282461606716
onsc,2012,0.421944844048841
onsc,2013,0.428600559384412
onsc,2014,0.487494761020897
onsc,2015,0.424581419780769
onsc,2016,0.447357764755954
onsc,2017,0.343045772240096
onsc,2018,0.292168442907579
onsc,2019,0.174911191944421
onsc,2020,0.0203670761077329
scc,1876,8.8544899063468e-05
scc,1877,0.00118363382142993
scc,1878,0.00200863381333321
scc,1879,0.00302375316583352
scc,1880,0.00715268479810476
scc,1881,0.0015152821600229
scc,1882,0.00116402099568043
scc,1883,0.00112519770404119
scc,1884,0.000640737254654108
scc,1885,0.0020737430421827
scc,1886,0.00263576707059894
scc,1887,0.0018463697513382
scc,1888,0.000986803458343237
scc,1889,0.000669944997858567
scc,1890,0.00147488424116069
scc,1891,0.00220624895814521
scc,1892,0.00104138328392026
scc,1893,0.00109918388718607
scc,1894,0.00260405106199661
scc,1895,0.00287353991420221
scc,1896,0.00268476970164158
scc,1897,0.000994782263800516
scc,1898,0.00157339391665742
scc,1899,0.000722868189532104
scc,1900,0.00162066610614019
scc,1901,0.00106888461803676
scc,1902,0.00191427711598192
scc,1903,0.00346573567582412
scc,1904,0.00256434792527819
scc,1905,0.00340066600609482
scc,1906,0.00126069779634815
scc,1907,0.0041659494243265
scc,1908,0.00226956951568166
scc,1909,0.00420888681260323
scc,1910,0.0028440060510244
scc,1911,0.00174593186205854
scc,1912,0.00750500880169246
scc,1913,0.00243088456286192
scc,1914,0.00355287375956171
scc,1915,0.00434581537891767
scc,1916,0.00293677518397186
scc,1917,0.00558090525902087
scc,1918,0.00292351620988969
scc,1919,0.00696431002358965
scc,1920,0.00466725153683747
scc,1921,0.00435014147779857
scc,1922,0.00531478575840115
scc,1923,0.00596342225701532
scc,1924,0.00492085383298496
scc,1925,0.00633534196439061
scc,1926,0.00385702520186289
scc,1927,0.00412936559213632
scc,1928,0.00426351110858299
scc,1929,0.00869395200558619
scc,1930,0.00682473981478565
scc,1931,0.00626508442014254
scc,1932,0.00485526323745595
scc,1933,0.0118036642757075
scc,1934,0.00670577773098961
scc,1935,0.00377583278822663
scc,1936,0.0090205898905469
scc,1937,0.00424952352056636
scc,1938,0.0261408830688458
scc,1939,0.00620076950209416
scc,1940,0.00604440689290336
scc,1941,0.0142808904288343
scc,1942,0.00583927255980416
scc,1943,0.00677397671257224
scc,1944,0.00500137768574704
scc,1945,0.0091497845544442
scc,1946,0.00545969984539218
scc,1947,0.00953323587231771
scc,1948,0.0184878768305361
scc,1949,0.0114380830695719
scc,1950,0.0243317816432878
scc,1951,0.0200037321988336
scc,1952,0.0129851238740425
scc,1953,0.0330821898871664
scc,1954,0.0209526962800993
scc,1955,0.0212178802765916
scc,1956,0.0248817525617456
scc,1957,0.0350767562911826
scc,1958,0.0138407246436571
scc,1959,0.0372836029905463
scc,1960,0.0274390099186835
scc,1961,0.0142738312417638
scc,1962,0.0135389040234697
scc,1963,0.0204209523670619
scc,1964,0.0193030768868072
scc,1965,0.0206511591078888
scc,1966,0.0251849225297019
scc,1967,0.0212679584591481
scc,1968,0.0248709848081205
scc,1969,0.021684414733376
scc,1970,0.0544204160695043
scc,1971,0.0331080290447985
scc,1972,0.0405293723716581
scc,1973,0.0740430849926499
scc,1974,0.0980389004528612
scc,1975,0.110204024393017
scc,1976,0.120685068643749
scc,1977,0.0730134863704227
scc,1978,0.160014267074072
scc,1979,0.218586876448891
scc,1980,0.110107521218973
scc,1981,0.133641201073201
scc,1982,0.201457386993243
scc,1983,0.115764638407407
scc,1984,0.298412582701198
scc,1985,0.587618910520052
scc,1986,0.463955263402619
scc,1987,0.609297047008257
scc,1988,0.571506663512077
scc,1989,0.796202027809851
scc,1990,1.16206350983062
scc,1991,0.625425292976087
scc,1992,0.610031582926057
scc,1993,0.800530051711579
scc,1994,0.623884992434231
scc,1995,0.761702918864543
scc,1996,0.591951184637912
scc,1997,0.768920116628396
scc,1998,0.514732248106549
scc,1999,0.707290470354851
scc,2000,0.556481761918358
scc,2001,0.577619113827324
scc,2002,0.827287787587443
scc,2003,0.657124327797132
scc,2004,0.52091096890324
scc,2005,0.412156424783234
scc,2006,0.241614226352171
scc,2007,0.359079115684332
scc,2008,0.630535688314679
scc,2009,0.501674381092809
scc,2010,0.363142513341629
scc,2011,0.467905436449776
scc,2012,0.351036458148436
scc,2013,0.391875367829109
scc,2014,0.344312452521671
scc,2015,0.423997409602123
scc,2016,0.241110457468777
scc,2017,0.224723451047619
scc,2018,0.285747567790062
scc,2019,0.274204757990422
scc,2020,0.190004315277338
